word,success_rate,offered,correct,wrong,id,rank,pos,tf,idf,level1,level2,psuccess,lemma,lemmaTF,bucket
tag,0,4,0,4,14420,3637,NN,10,0.127659574,7,8,36.36363636,tag,441415,10
tagged,0,7,0,7,17630,3637,V,0,0,7,9,36.36363636,tag,76919,10
tail,54.16666667,24,13,11,9662,3192,NN,126,0.489361702,1,2,90.90909091,tail,303000,5
tails,0,3,0,3,13365,3192,NNS,13,0.234042553,5,3,54.54545455,tail,61522,10
take,51.51515152,33,17,16,12185,62,VB,642,0.957446809,1,3,90.90909091,take,11433351,5
taken,28.57142857,21,6,15,12460,62,VBN,56,0.553191489,2,6,81.81818182,take,2648832,8
takes,21.05263158,38,8,30,12256,62,VBZ,420,0.808510638,1,2,90.90909091,take,2411524,8
taking,45.83333333,24,11,13,12270,62,VBG,112,0.765957447,1,1,90.90909091,take,3186185,6
tale,42.85714286,7,3,4,12995,3075,NN,30,0.29787234,3,6,72.72727273,tale,227821,6
talent,50,8,4,4,11030,1767,NN,6,0.106382979,8,2,27.27272727,talent,627772,5
talents,50,4,2,2,15096,1767,NNS,5,0.106382979,9,6,18.18181818,talent,169939,5
tales,50,2,1,1,17442,3075,NNS,3,0.063829787,3,4,72.72727273,tale,159162,5
talisman,0,4,0,4,15734,18586,NN,9,0.042553191,9,9,18.18181818,talisman,11698,10
talk,54.54545455,22,12,10,9621,424,NN,202,0.893617021,1,1,90.90909091,talk,1564398,5
talked,0,6,0,6,13355,424,VBD,15,0.234042553,5,8,54.54545455,talk,435192,10
talking,33.33333333,27,9,18,12189,424,VBG,201,0.936170213,1,2,90.90909091,talk,1300703,7
talks,40,5,2,3,13209,424,NNS,21,0.255319149,4,6,63.63636364,talk,92250,6
tall,60.86956522,23,14,9,10637,2331,NN,107,0.531914894,2,2,81.81818182,tall,434039,4
taller,0,3,0,3,14167,2331,NN,10,0.14893617,6,9,45.45454545,tall,89194,10
tallest,0,11,0,11,14913,2331,NN,8,0.106382979,8,10,27.27272727,tall,44480,10
talon,70,10,7,3,11278,18012,NNS,0,0,10,3,9.090909091,talon,9985,3
tambourine,25,12,3,9,10612,29345,,0,0,11,10,0,tambourine,3783,8
tamper,33.33333333,9,3,6,11877,11008,,0,0,11,9,0,tamper,14743,7
tangible,50,6,3,3,11534,7386,,0,0,11,11,0,tangible,94630,5
tangle,50,2,1,1,15881,NULL,NN,2,0.042553191,5,11,0,tangle,6105,5
tangled,12.5,8,1,7,13505,16075,VBN,13,0.212765957,5,4,54.54545455,tangled,24133,9
tank,66.66666667,3,2,1,10101,12904,NN,20,0.14893617,5,4,54.54545455,tank,754430,4
tanks,28.57142857,7,2,5,16776,12904,NNS,2,0.042553191,5,3,54.54545455,tank,243774,8
tap,40,10,4,6,14352,4561,NN,17,0.127659574,5,7,54.54545455,tap,266979,6
tape,41.66666667,12,5,7,13780,7098,NN,26,0.170212766,4,4,63.63636364,tape,481284,6
taped,28.57142857,7,2,5,14434,7098,NNS,10,0.127659574,7,2,36.36363636,tape,35285,8
tapes,16.66666667,6,1,5,17168,7098,NNS,1,0.021276596,5,4,54.54545455,tape,80794,9
tapestry,14.28571429,7,1,6,15666,13625,NN,18,0.042553191,8,7,27.27272727,tapestry,22958,9
tapped,28.57142857,7,2,5,17383,4003,V,0,0,4,11,0,tap,54259,8
tapping,16.66666667,6,1,5,14109,2887,VBG,12,0.14893617,6,6,45.45454545,tap,83428,9
taps,50,8,4,4,12782,4561,NNS,32,0.361702128,3,8,72.72727273,tap,20293,5
target,0,5,0,5,13410,2171,NN,25,0.212765957,4,8,63.63636364,target,1079429,10
targeted,16.66666667,6,1,5,17095,2171,V,0,0,6,8,45.45454545,target,232524,9
targeting,0,5,0,5,17096,2171,V,0,0,6,11,0,target,185792,10
targets,14.28571429,7,1,6,14694,2171,NNS,6,0.127659574,8,11,9.090909091,target,356075,9
tarp,0,3,0,3,15441,13216,NN,7,0.085106383,8,7,27.27272727,tarp,22867,10
tart,25,4,1,3,15683,12278,NN,13,0.042553191,9,2,18.18181818,tart,24550,8
task,25,4,1,3,15060,978,NN,6,0.106382979,8,7,27.27272727,task,945049,8
tasked,7.692307692,13,1,12,18291,978,V,0,0,8,9,27.27272727,task,60142,10
tasks,25,8,2,6,16511,978,N,0,0,8,11,0,task,648911,8
taste,30,10,3,7,12739,3005,NN,32,0.382978723,3,4,72.72727273,taste,668761,7
tasted,66.66666667,3,2,1,17410,3005,VBN,3,0.063829787,4,4,63.63636364,taste,79054,4
tastes,30,10,3,7,13653,3005,NNS,15,0.191489362,5,6,54.54545455,taste,140023,7
tasting,50,6,3,3,17411,3005,VBG,2,0.042553191,4,11,0,taste,31168,5
tasty,11.11111111,9,1,8,15099,4978,NN,5,0.106382979,9,6,18.18181818,tasty,174339,9
tattoo,57.14285714,7,4,3,14164,4452,NN,10,0.14893617,6,3,45.45454545,tattoo,140911,5
tattoos,0,1,0,1,17849,4452,NN,2,0.042553191,6,3,45.45454545,tattoo,82871,10
taught,16.66666667,6,1,5,13140,692,NN,15,0.276595745,4,7,63.63636364,teach,615704,9
taunt,23.07692308,13,3,10,11279,20971,NN,1,0.021276596,10,6,9.090909091,taunt,7084,8
taunting,16.66666667,6,1,5,14492,47527,VBG,9,0.127659574,7,9,36.36363636,taunt,7863,9
tawny,40,5,2,3,10707,27762,NN,1,0.021276596,10,9,9.090909091,tawny,5740,6
taxi,72.72727273,11,8,3,10625,4915,NN,7,0.085106383,8,11,0,taxi,157419,3
taxis,62.5,8,5,3,17950,4915,N,0,0,8,11,0,taxi,35631,4
tea,63.15789474,19,12,7,12143,1763,NN,49,0.276595745,2,1,81.81818182,tea,739641,4
teach,50,6,3,3,12616,692,NN,26,0.446808511,3,5,72.72727273,teach,765463,5
teacher,71.42857143,7,5,2,10617,761,NN,32,0.212765957,4,1,63.63636364,teacher,1035889,3
teachers,40,5,2,3,16379,761,NNS,3,0.021276596,4,3,63.63636364,teacher,1019839,6
teaches,22.22222222,9,2,7,16344,692,NNS,3,0.063829787,5,8,54.54545455,teach,222248,8
teaching,40,5,2,3,15055,692,VBG,6,0.106382979,8,9,27.27272727,teach,624969,6
team,57.69230769,26,15,11,10102,154,NN,56,0.361702128,2,2,81.81818182,team,6402306,5
teamed,3.846153846,26,1,25,17691,154,V,0,0,2,4,81.81818182,team,79480,10
teaming,0,27,0,27,17692,154,V,0,0,2,11,0,team,32654,10
teams,23.80952381,21,5,16,16132,154,NNS,1,0.021276596,2,11,27.27272727,team,1492458,8
teapot,44.44444444,9,4,5,10701,18857,NN,7,0.085106383,3,2,72.72727273,teapot,11637,6
tear,57.14285714,7,4,3,12803,3682,NN,21,0.361702128,3,1,72.72727273,tear,144503,5
tearing,12.5,8,1,7,13353,3682,VBG,15,0.234042553,5,6,54.54545455,tear,63366,9
tears,40,25,10,15,12676,3682,NNS,59,0.404255319,2,2,81.81818182,tear,243326,6
tech,0,6,0,6,15547,1893,NN,11,0.063829787,8,10,27.27272727,tech,701869,10
technically,100,4,4,0,15103,4608,RB,5,0.106382979,9,6,18.18181818,technically,211161,0
technique,0,3,0,3,14925,1126,NN,7,0.106382979,8,5,27.27272727,technique,565276,10
techniques,25,4,1,3,16598,1126,NNS,5,0.085106383,8,4,27.27272727,technique,822445,8
tedious,42.85714286,7,3,4,12085,8925,JJ,1,0.021276596,10,5,9.090909091,tedious,67516,6
tee,33.33333333,6,2,4,15661,5951,NN,21,0.042553191,8,11,0,tee,111483,7
teenager,50,6,3,3,14595,4152,NN,7,0.127659574,7,8,36.36363636,teenager,123828,5
teenagers,16.66666667,6,1,5,17766,4152,NNS,1,0.021276596,7,11,0,teenager,123327,9
teeth,20,25,5,20,11330,2058,NNS,93,0.574468085,2,6,81.81818182,tooth,459523,8
telegraph,0,4,0,4,15758,9252,NN,7,0.042553191,9,4,18.18181818,telegraph,61389,10
telephone,18.18181818,11,2,9,11781,9432,NN,4,0.063829787,9,9,18.18181818,telephone,336162,9
telescope,57.14285714,7,4,3,10919,6591,NN,6,0.063829787,9,3,18.18181818,telescope,86293,5
television,28.57142857,7,2,5,9781,1956,NN,21,0.106382979,5,11,0,television,667344,8
televisions,44.44444444,9,4,5,16999,1956,N,0,0,5,4,54.54545455,television,32509,6
tell,41.66666667,24,10,14,9550,168,NN,476,0.957446809,1,6,90.90909091,tell,2998413,6
telling,31.81818182,22,7,15,12517,168,VBG,50,0.510638298,2,6,81.81818182,tell,636342,7
tells,16.66666667,6,1,5,13442,168,NNS,18,0.212765957,4,4,63.63636364,tell,739101,9
temper,33.33333333,6,2,4,10335,12458,NN,10,0.127659574,7,7,36.36363636,temper,40755,7
temperature,83.33333333,6,5,1,9659,1101,NN,11,0.191489362,5,1,54.54545455,temperature,999402,2
temperatures,25,8,2,6,16587,1101,N,0,0,5,2,54.54545455,temperature,412904,8
ten,68.42105263,19,13,6,9571,1390,NNS,72,0.617021277,2,1,81.81818182,ten,1064773,4
tender,14.28571429,7,1,6,13748,12610,NN,10,0.191489362,6,6,45.45454545,tender,194406,9
tennis,50,10,5,5,10552,3848,NN,8,0.063829787,9,4,18.18181818,tennis,279773,5
tense,40,5,2,3,10375,9608,NN,16,0.106382979,6,4,45.45454545,tense,58567,6
tenses,16.66666667,6,1,5,15462,20974,NNS,7,0.085106383,8,10,27.27272727,tense,3137,9
tension,25,4,1,3,15450,3388,NN,7,0.085106383,8,9,27.27272727,tension,267922,8
tensions,42.85714286,7,3,4,17548,3388,N,0,0,8,11,0,tension,67527,6
tent,0,3,0,3,10103,3878,NN,36,0.234042553,3,2,72.72727273,tent,204497,10
tentatively,57.14285714,7,4,3,14692,18529,RB,6,0.127659574,8,5,27.27272727,tentatively,15313,5
tenth,0,5,0,5,10723,8310,NN,1,0.021276596,10,10,9.090909091,tenth,76770,10
tents,0,3,0,3,17693,3878,NNS,5,0.042553191,3,5,72.72727273,tent,71067,10
term,0,6,0,6,16035,NULL,NN,3,0.063829787,8,11,0,term,1615836,10
termed,12.5,8,1,7,18211,465,V,0,0,8,10,27.27272727,term,49784,9
terminate,12.5,8,1,7,11535,4481,NN,1,0.021276596,10,9,9.090909091,terminate,107779,9
terminated,50,4,2,2,15541,4481,VBN,11,0.063829787,8,2,27.27272727,terminate,76824,5
termite,14.28571429,7,1,6,16099,NULL,NN,35,0.021276596,9,11,0,termite,12207,9
termites,55.55555556,9,5,4,15685,13827,NNS,13,0.042553191,9,5,18.18181818,termite,16575,5
terms,0,3,0,3,15057,465,NNS,6,0.106382979,8,9,27.27272727,term,1515269,10
terrain,50,8,4,4,11536,4501,NN,7,0.14893617,7,2,36.36363636,terrain,209313,5
terrible,60.86956522,23,14,9,11838,3050,JJ,59,0.574468085,2,11,0,terrible,391992,4
terrific,14.28571429,7,1,6,15380,6253,NN,8,0.085106383,8,10,27.27272727,terrific,128141,9
terrified,28.57142857,21,6,15,10374,8576,VBN,42,0.425531915,2,3,81.81818182,terrify,43949,8
terrify,14.28571429,21,3,18,15801,NULL,N,0,0,2,11,0,terrify,4957,9
terrifying,0,2,0,2,14304,9539,VBG,7,0.14893617,7,5,36.36363636,terrify,19977,10
territories,100,5,5,0,17327,2747,N,0,0,10,11,0,territory,124216,0
territory,50,6,3,3,10336,2747,NN,2,0.042553191,10,5,9.090909091,territory,335570,5
test,66.66666667,6,4,2,10104,493,NN,13,0.234042553,5,3,54.54545455,test,2146740,4
tested,25,4,1,3,16396,493,VBN,1,0.021276596,5,8,54.54545455,test,573042,8
testing,18.75,16,3,13,16397,493,VBG,10,0.14893617,5,7,45.45454545,test,439231,9
testing,18.75,16,3,13,14193,1806,VBG,10,0.14893617,6,7,45.45454545,test,439231,9
tests,50,6,3,3,13676,493,NNS,13,0.191489362,5,7,54.54545455,test,873780,5
texture,83.33333333,12,10,2,10337,2500,NN,1,0.021276596,10,9,9.090909091,texture,375477,2
textures,66.66666667,3,2,1,17240,2500,NNS,1,0.021276596,10,6,9.090909091,texture,144188,4
than,36,25,9,16,10442,75,IN,279,0.936170213,1,2,90.90909091,than,17558603,7
thank,58.06451613,31,18,13,9870,681,NN,308,0.936170213,1,2,90.90909091,thank,2143096,5
thanked,0,34,0,34,16336,681,V,0,0,1,2,90.90909091,thank,50137,10
thanking,20,25,5,20,16337,681,V,0,0,1,5,90.90909091,thank,32576,8
thanks,81.48148148,27,22,5,12252,681,NNS,166,0.808510638,1,1,90.90909091,thanks,2878454,2
that,26.66666667,30,8,22,9526,35,IN,4436,1,1,3,90.90909091,that,104319056,8
the,72,25,18,7,10443,1,DT,30272,1,1,1,90.90909091,the,746240010,3
theater,62.5,8,5,3,10598,1636,NN,21,0.170212766,5,2,54.54545455,theater,260441,4
theaters,14.28571429,7,1,6,16870,1636,N,0,0,5,3,54.54545455,theater,72458,9
theatre,40,5,2,3,16869,1636,NN,18,0.14893617,5,2,54.54545455,theater,498923,6
theatres,100,1,1,0,16871,1636,N,0,0,5,1,54.54545455,theater,47539,0
thee,16.66666667,6,1,5,14870,5374,NN,9,0.106382979,7,5,36.36363636,thee,166473,9
their,39.39393939,33,13,20,10444,39,PRP$,745,0.936170213,1,2,90.90909091,their,33755027,7
theirs,0,7,0,7,15058,7299,NNS,6,0.106382979,8,9,27.27272727,theirs,96990,10
them,66.66666667,12,8,4,9527,63,PRP,1321,0.978723404,1,5,90.90909091,them,21834076,4
theme,28.57142857,7,2,5,12087,1316,NN,20,0.127659574,5,2,54.54545455,theme,809599,8
themes,60,5,3,2,16703,1316,N,0,0,5,4,54.54545455,theme,335810,4
themselves,26.08695652,23,6,17,12486,783,PRP,49,0.531914894,2,3,81.81818182,themselves,2003606,8
then,38.0952381,21,8,13,10445,77,RB,1541,0.978723404,1,2,90.90909091,then,16718847,7
theories,46.15384615,13,6,7,16729,1391,N,0,0,10,3,9.090909091,theory,210280,6
theory,50,6,3,3,11031,1391,NN,2,0.042553191,10,3,9.090909091,theory,854182,5
there,28.57142857,21,6,15,10446,184,RB,1918,1,1,1,90.90909091,there,23199253,8
therefore,0,1,0,1,9712,951,RB,5,0.063829787,9,11,45.45454545,therefore,1633803,10
these,39.13043478,23,9,14,9551,72,DT,272,0.936170213,1,1,90.90909091,these,19273967,7
they,84.61538462,26,22,4,10447,29,PRP,2622,0.978723404,1,1,90.90909091,they,45641236,2
thick,0,1,0,1,11315,2139,NN,39,0.340425532,3,2,72.72727273,thick,500933,10
thicker,0,10,0,10,17084,2139,NN,1,0.021276596,3,11,0,thick,119379,10
thief,40,5,2,3,14050,5783,NN,26,0.14893617,4,2,63.63636364,thief,71476,6
thieves,50,2,1,1,15612,5783,NNS,7,0.063829787,9,10,18.18181818,thief,75405,5
thigh,50,6,3,3,10352,6262,NN,2,0.021276596,10,8,9.090909091,thigh,63472,5
thighs,25,8,2,6,18137,6262,N,0,0,10,3,9.090909091,thigh,64390,8
thin,25,4,1,3,9681,8365,NN,11,0.170212766,6,7,45.45454545,thin,492169,8
thing,75,12,9,3,12172,103,NN,390,0.978723404,1,1,90.90909091,thing,5045917,3
things,58.82352941,17,10,7,12191,103,NNS,271,0.936170213,1,1,90.90909091,thing,7354558,5
think,61.53846154,26,16,10,10021,94,NN,794,1,1,3,90.90909091,think,10071726,4
thinking,55,20,11,9,12342,94,VBG,77,0.659574468,2,2,81.81818182,think,1245716,5
thinks,16,25,4,21,12477,94,NNS,79,0.531914894,2,4,81.81818182,think,395345,9
thinner,16.66666667,6,1,5,17113,8365,NN,1,0.021276596,6,5,45.45454545,thin,99780,9
third,47.61904762,21,10,11,10717,654,JJ,152,0.319148936,2,2,81.81818182,third,2388508,6
thirteen,42.85714286,7,3,4,10513,8901,NN,4,0.042553191,10,7,9.090909091,thirteen,67903,6
thirty,40,5,2,3,9977,4950,NN,7,0.14893617,7,5,36.36363636,thirty,191106,6
this,71.42857143,21,15,6,9528,17,DT,2979,1,1,2,90.90909091,this,82955114,3
thorn,33.33333333,3,1,2,16064,NULL,NN,1,0.085106383,7,11,0,thorn,13009,7
thorns,25,4,1,3,15304,13347,NNS,13,0.085106383,7,4,36.36363636,thorn,17950,8
those,33.33333333,30,10,20,10466,111,DT,257,0.936170213,1,3,90.90909091,those,11003310,7
thou,33.33333333,6,2,4,15376,4261,NN,9,0.085106383,8,9,27.27272727,thou,237882,7
though,8.333333333,24,2,22,9597,328,IN,67,0.617021277,2,5,81.81818182,though,4176606,10
thought,38.0952381,21,8,13,12230,94,NN,266,0.872340426,1,2,90.90909091,think,2599391,7
thought,38.0952381,21,8,13,16506,967,NN,266,0.872340426,6,2,90.90909091,think,2599391,7
thoughts,0,7,0,7,13918,967,NNS,11,0.170212766,6,3,45.45454545,thought,818427,10
thousand,66.66666667,3,2,1,9666,1100,NN,46,0.29787234,3,3,72.72727273,thousand,404362,4
thousands,50,6,3,3,12982,1100,NNS,34,0.29787234,3,3,72.72727273,thousand,1013418,5
thread,25,4,1,3,10338,5991,NN,10,0.106382979,7,7,36.36363636,thread,642512,8
threads,9.090909091,11,1,10,16899,5991,N,0,0,7,6,36.36363636,thread,198241,10
threads,9.090909091,11,1,10,18107,5991,V,0,0,7,6,36.36363636,thread,198241,10
threat,42.85714286,7,3,4,11149,1721,NN,4,0.085106383,9,8,18.18181818,threat,542649,6
threaten,33.33333333,3,1,2,14693,2809,NNS,6,0.127659574,8,9,27.27272727,threaten,80255,7
threatened,25,8,2,6,17348,2809,V,0,0,6,2,45.45454545,threaten,178832,8
threatening,33.33333333,3,1,2,13500,2809,VBG,14,0.212765957,5,11,0,threaten,128721,7
threatens,12.5,8,1,7,17349,2809,NNS,5,0.063829787,6,8,45.45454545,threaten,56638,9
threats,20,5,1,4,16909,1721,N,0,0,9,10,18.18181818,threat,276602,8
three,45.45454545,33,15,18,10510,181,CD,347,0.914893617,1,2,90.90909091,three,6999694,6
threw,0,2,0,2,9896,1070,NN,16,0.276595745,4,7,63.63636364,throw,212018,10
thrifty,0,4,0,4,11280,20655,,0,0,11,10,0,thrifty,11650,10
thrill,0,4,0,4,10264,7895,NN,5,0.106382979,9,10,18.18181818,thrill,11622,10
thrilled,0,5,0,5,14432,5140,VBN,10,0.127659574,7,9,36.36363636,thrill,165091,10
throat,27.5862069,29,8,21,10265,4454,NN,79,0.595744681,2,1,81.81818182,throat,202175,8
throb,60,5,3,2,11878,38455,NN,1,0.021276596,10,10,9.090909091,throb,1235,4
throne,25,8,2,6,10266,4020,NN,59,0.212765957,3,3,72.72727273,throne,137495,8
thrones,40,5,2,3,17743,4020,N,0,0,3,1,72.72727273,throne,122434,6
through,26.08695652,23,6,17,12186,107,IN,958,0.957446809,1,2,90.90909091,through,11573771,8
throughout,0,4,0,4,9756,6288,IN,19,0.255319149,4,5,63.63636364,throughout,2063412,10
throw,54.16666667,24,13,11,10022,5450,NN,54,0.553191489,2,1,81.81818182,throw,575105,5
throwing,28.57142857,21,6,15,12576,1070,VBG,39,0.468085106,2,3,81.81818182,throw,277756,8
thrown,34.7826087,23,8,15,12562,1070,NN,67,0.468085106,2,11,0,throw,277947,7
throws,17.39130435,23,4,19,12426,5450,NNS,170,0.574468085,1,4,90.90909091,throw,112807,9
thrust,33.33333333,3,1,2,14278,10322,NN,8,0.14893617,7,8,36.36363636,thrust,50357,7
thrusts,0,9,0,9,14485,10322,NNS,9,0.127659574,7,8,36.36363636,thrust,5307,10
thud,25,4,1,3,14005,42660,NN,9,0.170212766,6,10,45.45454545,thud,6417,8
thug,50,6,3,3,15556,11587,NN,10,0.063829787,8,10,27.27272727,thug,17067,5
thugs,33.33333333,6,2,4,15493,11587,NNS,26,0.063829787,6,6,45.45454545,thug,24084,7
thumb,28.57142857,7,2,5,10359,4029,NN,8,0.127659574,7,9,36.36363636,thumb,206230,8
thumbs,50,6,3,3,13305,4029,NNS,21,0.234042553,4,5,63.63636364,thumb,52837,5
thump,20,5,1,4,14414,24233,NN,11,0.127659574,6,5,45.45454545,thump,3325,8
thumper,0,4,0,4,15705,33984,NN,11,0.042553191,9,10,18.18181818,thumper,2664,10
thumping,33.33333333,6,2,4,15049,36736,VBG,6,0.106382979,8,7,27.27272727,thump,6332,7
thunder,42.85714286,7,3,4,12779,6353,NN,34,0.361702128,3,4,72.72727273,thunder,120730,6
thursday,42.85714286,7,3,4,10500,29361,NN,2,0.042553191,11,11,0,thursday,4998,6
tick,40,5,2,3,15466,6994,NN,7,0.085106383,8,10,27.27272727,tick,65153,6
ticket,83.33333333,6,5,1,14035,1086,NN,45,0.14893617,4,5,63.63636364,ticket,670954,2
tickets,50,6,3,3,14747,1086,NNS,21,0.106382979,5,3,54.54545455,ticket,763649,5
tickle,0,4,0,4,15935,NULL,NN,2,0.021276596,6,11,0,tickle,9909,10
tickles,57.14285714,7,4,3,14158,27862,NNS,10,0.14893617,6,9,45.45454545,tickle,3865,5
ticks,0,8,0,8,18145,6994,NNS,3,0.042553191,8,10,27.27272727,tick,59478,10
tide,28.57142857,7,2,5,14157,5333,NN,10,0.14893617,6,2,45.45454545,tide,129243,8
tides,0,1,0,1,18026,5333,N,0,0,6,4,45.45454545,tide,39421,10
tidy,16.66666667,6,1,5,10662,9863,NN,2,0.042553191,10,10,9.090909091,tidy,53865,9
tie,25,8,2,6,10632,3193,NN,29,0.319148936,3,2,72.72727273,tie,199952,8
tied,25,16,4,12,12570,2108,VBN,47,0.468085106,2,2,81.81818182,tie,318834,8
ties,20,5,1,4,13331,3193,NNS,18,0.234042553,4,8,63.63636364,tie,65111,8
tiger,88.88888889,9,8,1,10172,3919,NN,22,0.106382979,5,2,54.54545455,tiger,155344,2
tigers,40,5,2,3,15335,3919,NNS,11,0.085106383,7,6,36.36363636,tiger,116317,6
tight,26.92307692,26,7,19,10656,4432,NN,55,0.617021277,2,4,81.81818182,tight,317891,8
tighten,20,10,2,8,16025,NULL,NNS,3,0.042553191,8,11,63.63636364,tighten,88233,8
tightened,28.57142857,7,2,5,18067,5589,VBD,1,0.021276596,8,7,27.27272727,tighten,34293,8
tightens,0,3,0,3,14986,5589,NNS,7,0.106382979,8,9,27.27272727,tighten,9062,10
tighter,5,20,1,19,17433,4432,J,0,0,2,7,81.81818182,tight,64244,10
tightly,25,4,1,3,14287,6278,RB,8,0.14893617,7,9,36.36363636,tightly,127376,8
tile,33.33333333,3,1,2,15534,3254,NN,12,0.063829787,8,8,27.27272727,tile,184408,7
tiles,14.28571429,7,1,6,17500,3254,NNS,3,0.063829787,8,9,27.27272727,tile,171185,9
till,4.761904762,21,1,20,9839,5470,NN,41,0.489361702,2,2,81.81818182,till,198888,10
tilt,0,6,0,6,14349,9855,NN,18,0.127659574,5,6,54.54545455,tilt,39446,10
tilts,16.66666667,6,1,5,13844,9855,NNS,14,0.170212766,5,8,54.54545455,tilt,7054,9
time,14.28571429,21,3,18,9625,43,NN,928,0.936170213,1,5,90.90909091,time,24565941,9
timed,0,5,0,5,17658,1277,V,0,0,3,1,72.72727273,time,44646,10
timer,27.27272727,11,3,8,14677,5237,NN,6,0.127659574,8,9,27.27272727,timer,137584,8
timers,40,5,2,3,18006,5237,N,0,0,8,7,27.27272727,timer,36298,6
times,34.61538462,26,9,17,12407,43,NNS,66,0.595744681,2,5,81.81818182,time,4976807,7
timing,0,7,0,7,14280,3746,NN,8,0.14893617,7,10,36.36363636,timing,345257,10
tin,26.92307692,26,7,19,14317,5559,NN,386,0.127659574,2,2,81.81818182,tin,134807,8
ting,33.33333333,3,1,2,15536,20978,VBG,12,0.063829787,8,11,0,ting,10248,7
tinker,0,4,0,4,15266,12056,NN,28,0.085106383,5,1,54.54545455,tinker,15895,10
tiny,21.42857143,14,3,11,10920,2099,JJ,96,0.680851064,1,6,90.90909091,tiny,629017,8
tip,33.33333333,6,2,4,12871,2564,NN,22,0.340425532,3,8,72.72727273,tip,545857,7
tipped,66.66666667,3,2,1,17259,2564,NNS,2,0.042553191,3,7,72.72727273,tip,49606,4
tipping,0,3,0,3,17260,2564,V,0,0,3,2,72.72727273,tip,31718,10
tips,14.28571429,7,1,6,13226,2564,NNS,18,0.255319149,4,4,63.63636364,tip,1023820,9
tirade,25,8,2,6,12088,24352,,0,0,11,8,0,tirade,6234,8
tire,20,5,1,4,13275,2206,NN,37,0.234042553,3,8,72.72727273,tire,301607,8
tired,62.5,8,5,3,12788,3146,VBN,31,0.361702128,3,1,72.72727273,tire,6637,4
tires,10,10,1,9,14324,2206,NNS,42,0.127659574,4,4,63.63636364,tire,297511,9
title,33.33333333,6,2,4,9919,4730,NN,23,0.276595745,4,1,63.63636364,title,1485534,7
titled,0,5,0,5,17914,4730,V,0,0,4,11,0,title,168220,10
titles,0,4,0,4,16411,4730,NNS,4,0.063829787,4,6,63.63636364,title,409094,10
to,35,20,7,13,9529,9,TO,13801,1,1,5,90.90909091,to,244212028,7
toad,33.33333333,3,1,2,10173,15375,NN,4,0.063829787,9,8,18.18181818,toad,14368,7
toast,25,8,2,6,13307,10854,NN,21,0.234042553,4,3,63.63636364,toast,84189,8
toaster,50,6,3,3,10696,13486,NN,7,0.042553191,9,8,18.18181818,toaster,26006,5
today,62.96296296,27,17,10,10492,298,NN,168,0.85106383,1,1,90.90909091,today,4631862,4
toddler,50,8,4,4,16100,NULL,NN,4,0.042553191,9,11,0,toddler,100297,5
toddlers,100,3,3,0,15702,5392,NNS,11,0.042553191,9,10,18.18181818,toddler,64970,0
toe,20,5,1,4,9983,3685,NN,3,0.063829787,9,10,18.18181818,toe,165813,8
toes,41.66666667,12,5,7,10105,3685,NNS,13,0.212765957,5,10,54.54545455,toe,130733,6
together,55.17241379,29,16,13,9572,342,RB,234,0.914893617,1,1,90.90909091,together,4076514,5
told,26.31578947,19,5,14,12222,168,NN,152,0.872340426,1,5,90.90909091,tell,3025487,8
tomato,83.33333333,6,5,1,10540,3545,NN,4,0.063829787,9,4,18.18181818,tomato,143362,2
tomatoes,25,4,1,3,17603,3545,N,0,0,9,5,18.18181818,tomato,170745,8
tomorrow,64.28571429,28,18,10,9846,2625,NN,93,0.744680851,1,1,90.90909091,tomorrow,481591,4
tone,0,6,0,6,14090,9224,NN,13,0.14893617,6,4,45.45454545,tone,443235,10
tones,33.33333333,3,1,2,17116,9224,NNS,1,0.021276596,6,7,45.45454545,tone,156124,7
tonight,62.5,24,15,9,12338,3012,NN,91,0.659574468,1,4,90.90909091,tonight,393523,4
too,11.53846154,26,3,23,9530,148,RB,535,0.978723404,1,1,90.90909091,too,8323852,9
took,15.38461538,26,4,22,12324,62,VBD,76,0.680851064,2,5,81.81818182,take,3221739,9
tool,50,4,2,2,15349,417,NN,10,0.085106383,8,5,27.27272727,tool,1583763,5
tools,42.85714286,7,3,4,13451,417,NNS,17,0.212765957,5,4,54.54545455,tool,1863763,6
tooth,100,2,2,0,10362,2058,NN,5,0.106382979,9,8,18.18181818,tooth,199231,0
toothbrush,57.14285714,7,4,3,10267,12389,NN,3,0.063829787,9,9,18.18181818,toothbrush,35883,5
toothpaste,14.28571429,7,1,6,10679,11571,NN,2,0.021276596,10,4,9.090909091,toothpaste,36933,9
top,26.08695652,23,6,17,10771,676,NN,292,0.872340426,1,9,90.90909091,top,2968414,8
topped,33.33333333,12,4,8,17462,568,V,0,0,3,4,72.72727273,top,131569,7
topping,50,8,4,4,17463,568,V,0,0,3,4,72.72727273,top,37820,5
topple,0,2,0,2,15981,NULL,NN,5,0.085106383,7,11,0,topple,11558,10
topples,0,3,0,3,14610,14220,NNS,7,0.127659574,7,8,36.36363636,topple,1267,10
tops,14.28571429,7,1,6,13915,461,NNS,11,0.170212766,6,11,0,top,175341,9
torch,36.36363636,11,4,7,13593,7070,NN,25,0.191489362,4,7,63.63636364,torch,83573,7
tore,0,5,0,5,18357,10000,NN,3,0.042553191,11,10,0,tear,43623,10
torn,20,5,1,4,13213,3682,NN,20,0.255319149,4,7,63.63636364,tear,92871,8
